facility_id,facility_name,mort_ami,comp_hip_knee,readmission_hf,spending,count_of_safety_measures_better,count_of_readm_measures_worse,hospital_overall_rating
260077,MERCY HOSPITAL SOUTH,11.7,3.2,8.7,1.01,2.0,0.0,1
260085,ST JOSEPH MEDICAL CENTER,11.7,3.4,-8.4,1.01,0.0,2.0,1
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,13.9,3.4,40.6,1.0,3.0,2.0,1
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,11.3,3.5,-9.2,1.06,2.0,0.0,0
260108,MISSOURI BAPTIST MEDICAL CENTER,10.7,3.3,5.9,0.96,2.0,3.0,1
260141,UNIVERSITY OF MISSOURI HEALTH CARE,10.8,4.5,-12.1,1.04,2.0,1.0,0
260180,CHRISTIAN HOSPITAL NORTHEAST,11.3,3.6,20.9,0.98,1.0,2.0,1
260183,SAINT FRANCIS MEDICAL CENTER,14.1,4.1,-38.5,1.01,3.0,1.0,0
260190,LEE'S SUMMIT MEDICAL CENTER,13.0,3.6,-2.1,0.95,0.0,0.0,1
260219,PROGRESS WEST HOSPITAL,13.2,3.4,46.1,0.98,0.0,1.0,1
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,11.8,3.4,11.6,0.9,0.0,0.0,1
280020,CHI HEALTH ST. ELIZABETH,13.7,4.9,-12.7,1.01,1.0,2.0,1
280040,THE NEBRASKA METHODIST HOSPITAL,12.3,3.0,9.5,0.99,1.0,1.0,1
280077,METHODIST FREMONT HEALTH,12.9,4.9,-11.8,0.98,0.0,0.0,1
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,15.8,2.8,-26.6,0.93,0.0,0.0,0
290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,13.2,3.5,8.6,1.16,1.0,1.0,1
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,13.9,3.0,-7.7,1.08,2.0,2.0,0
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,13.0,3.4,22.1,1.06,1.0,3.0,0
300001,CONCORD HOSPITAL,12.5,3.0,15.0,0.99,2.0,0.0,1
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,11.3,4.3,25.5,1.01,3.0,1.0,1
300011,ST JOSEPH HOSPITAL,13.5,2.7,0.7,0.97,1.0,0.0,1
300019,CHESHIRE MEDICAL CENTER,11.1,4.4,16.7,0.96,0.0,0.0,1
300020,SOUTHERN NH MEDICAL CENTER,13.4,3.4,3.0,0.98,1.0,2.0,1
300023,EXETER HOSPITAL INC,12.6,3.3,-14.9,0.95,1.0,0.0,1
300029,PORTSMOUTH REGIONAL HOSPITAL,12.2,3.9,27.8,1.01,1.0,0.0,1
310005,HUNTERDON MEDICAL CENTER,11.9,2.5,-5.9,0.94,0.0,0.0,1
310015,MORRISTOWN MEDICAL CENTER,12.8,2.9,-8.1,1.06,4.0,2.0,1
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,12.4,4.7,4.8,1.07,1.0,0.0,0
310028,NEWTON MEDICAL CENTER,10.5,3.5,6.1,1.03,1.0,0.0,1
310034,RIVERVIEW MEDICAL CENTER,11.8,3.1,27.0,1.04,1.0,1.0,1
310047,SHORE MEDICAL CENTER,12.4,3.0,22.9,1.02,1.0,1.0,1
310054,HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,12.9,4.6,-3.3,1.07,1.0,2.0,0
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,10.8,2.4,9.6,1.01,2.0,2.0,1
310070,SAINT PETER'S UNIVERSITY HOSPITAL,11.1,2.9,3.5,1.04,1.0,1.0,1
310076,COOPERMAN BARNABAS MEDICAL CENTER,14.1,3.3,17.9,1.05,5.0,3.0,0
310086,JEFFERSON STRATFORD HOSPITAL,11.4,4.2,35.9,1.02,2.0,3.0,0
310111,CENTRASTATE MEDICAL CENTER,11.9,4.6,24.0,1.07,1.0,3.0,0
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,13.3,2.8,-5.6,0.9,0.0,1.0,0
320005,SAN JUAN REGIONAL MEDICAL CENTER INC,13.8,3.9,-2.3,0.98,0.0,0.0,0
320009,LOVELACE MEDICAL CENTER,11.7,3.8,15.3,1.0,2.0,0.0,1
330005,KALEIDA HEALTH,11.0,3.6,21.4,0.96,3.0,1.0,1
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",11.7,2.7,15.9,0.92,1.0,1.0,0
330013,ALBANY MEDICAL CENTER HOSPITAL,12.5,3.7,-9.4,1.01,2.0,2.0,0
330024,MOUNT SINAI HOSPITAL,12.0,3.3,5.5,0.99,3.0,2.0,1
330049,NORTHERN DUTCHESS HOSPITAL,13.7,4.5,5.4,0.95,1.0,1.0,1
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,11.0,3.0,39.7,1.06,1.0,1.0,0
330057,ST PETER'S HOSPITAL,10.9,3.5,2.8,0.97,2.0,0.0,1
330059,MONTEFIORE MEDICAL CENTER,10.2,3.7,-6.7,1.01,1.0,2.0,0
330090,ARNOT OGDEN MEDICAL CENTER,13.7,3.3,-12.6,0.93,1.0,1.0,0
330104,NYACK HOSPITAL,11.6,3.1,26.3,1.04,1.0,2.0,0
330106,NORTH SHORE UNIVERSITY HOSPITAL,10.5,2.5,24.0,1.04,2.0,2.0,1
330107,PECONIC BAY MEDICAL CENTER,11.2,1.8,2.1,0.98,2.0,2.0,1
330119,LENOX HILL HOSPITAL,11.8,3.3,1.4,1.04,1.0,1.0,1
330126,GARNET HEALTH MEDICAL CENTER,10.2,3.1,17.5,1.03,0.0,2.0,1
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,12.9,3.0,47.0,0.96,4.0,3.0,0
330194,MAIMONIDES MEDICAL CENTER,10.2,3.2,43.3,1.05,0.0,4.0,0
330198,MOUNT SINAI SOUTH NASSAU,11.3,3.4,20.0,1.03,1.0,3.0,0
330203,CROUSE HOSPITAL,11.2,2.8,29.9,0.97,3.0,2.0,0
330205,ST ANTHONY COMMUNITY HOSPITAL,12.2,3.2,-26.6,1.0,0.0,0.0,1
330208,ST JOHN'S RIVERSIDE HOSPITAL,11.8,2.9,49.8,1.12,1.0,3.0,0
330222,SARATOGA HOSPITAL,12.2,3.6,-5.1,0.89,2.0,0.0,1
330226,UNITY HOSPITAL,12.2,3.7,32.7,0.94,4.0,1.0,0
330234,WESTCHESTER MEDICAL CENTER,12.5,4.1,35.9,1.1,1.0,4.0,0
330235,AUBURN  COMMUNITY  HOSPITAL,12.8,3.8,47.5,0.99,0.0,1.0,1
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,12.6,2.7,30.5,0.99,2.0,2.0,1
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,12.3,4.2,44.4,0.98,0.0,1.0,0
330261,PHELPS HOSPITAL,11.7,3.2,20.0,1.02,1.0,0.0,1
330304,WHITE PLAINS HOSPITAL CENTER,11.8,2.0,18.2,1.01,3.0,1.0,1
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",13.9,3.0,14.3,0.97,1.0,2.0,0
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,9.8,2.6,-18.9,1.0,4.0,0.0,1
340004,HIGH POINT REGIONAL HEALTH SYSTEM,13.5,4.1,3.0,0.97,1.0,0.0,0
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,14.8,3.7,30.0,0.97,1.0,2.0,0
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,11.4,4.0,-34.9,0.98,1.0,0.0,1
340021,ATRIUM HEALTH CLEVELAND,13.8,4.1,5.4,0.96,1.0,0.0,1
340032,CAROMONT REGIONAL MEDICAL CENTER,11.9,3.1,-1.0,0.96,3.0,1.0,1
340041,CALDWELL MEMORIAL HOSPITAL,13.7,3.0,-27.4,1.01,0.0,1.0,0
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,11.8,2.8,21.4,0.99,2.0,2.0,1
340069,"WAKEMED, RALEIGH CAMPUS",13.7,3.8,15.8,1.01,3.0,2.0,1
340090,JOHNSTON HEALTH,11.9,2.9,10.5,0.93,1.0,1.0,1
340098,ATRIUM HEALTH PINEVILLE,14.3,4.9,-10.6,0.94,3.0,1.0,1
340119,STANLY REGIONAL MEDICAL CENTER,12.7,3.1,-10.3,0.94,1.0,0.0,1
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,13.4,3.3,3.6,0.93,1.0,1.0,0
340130,ATRIUM HEALTH UNION,12.1,3.8,30.6,0.94,1.0,2.0,1
340142,CARTERET GENERAL HOSPITAL,13.5,3.5,12.4,0.89,1.0,0.0,1
340143,CATAWBA VALLEY MEDICAL CENTER,15.7,2.9,-37.1,0.97,1.0,0.0,1
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,12.1,3.8,0.8,0.93,1.0,1.0,1
340173,"WAKEMED, CARY HOSPITAL",12.9,3.0,-10.4,0.97,1.0,0.0,1
350070,ESSENTIA HEALTH,12.8,3.6,-0.8,1.02,1.0,0.0,1
360008,SOUTHERN OHIO MEDICAL CENTER,16.5,3.7,3.9,0.99,1.0,0.0,1
360017,GRANT MEDICAL CENTER,12.8,4.2,15.9,0.98,1.0,0.0,1
360025,FIRELANDS REGIONAL MEDICAL CENTER,14.3,3.4,-15.6,1.03,0.0,0.0,1
360035,MOUNT CARMEL EAST & WEST,13.7,3.7,4.9,0.99,1.0,1.0,0
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,13.2,4.1,-9.2,0.98,1.0,1.0,1
360059,METROHEALTH SYSTEM,12.7,3.6,26.6,0.98,2.0,1.0,1
360066,MERCY HEALTH-ST RITA'S MEDICAL CENTER,12.8,3.8,-26.0,1.01,2.0,0.0,1
360072,FAIRFIELD MEDICAL CENTER,15.8,5.7,17.1,0.93,0.0,1.0,0
360077,FAIRVIEW HOSPITAL,9.7,4.8,-8.1,0.98,1.0,2.0,1
360085,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,14.6,3.8,9.1,0.99,2.0,0.0,1
360098,LAKE HEALTH,14.0,3.3,8.2,1.02,3.0,1.0,1
360112,MERCY ST VINCENT MEDICAL CENTER,11.5,4.7,6.9,1.04,2.0,2.0,1
360123,UH ST JOHN MEDICAL CENTER,12.2,4.3,4.0,1.06,2.0,0.0,1
360125,ASHTABULA COUNTY MEDICAL CENTER,12.5,3.1,15.0,1.02,1.0,1.0,1
360134,GOOD SAMARITAN HOSPITAL,13.0,4.3,-24.4,0.97,2.0,2.0,1
360137,UH CLEVELAND MEDICAL CENTER,12.3,2.9,18.2,1.02,3.0,1.0,1
360155,SOUTHWEST GENERAL HEALTH CENTER,12.1,2.6,17.0,0.97,1.0,1.0,1
360172,MERCY REGIONAL MEDICAL CENTER,13.6,3.3,-18.8,1.17,1.0,0.0,1
360211,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,13.6,3.8,6.6,1.03,2.0,0.0,0
360218,LICKING MEMORIAL HOSPITAL,12.6,3.0,-3.4,0.98,0.0,0.0,1
360234,MERCY HEALTH - WEST HOSPITAL,13.2,3.0,-7.3,0.99,1.0,0.0,1
360276,HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,12.2,3.3,-18.5,1.01,1.0,0.0,1
370001,HILLCREST MEDICAL CENTER,13.0,3.4,-0.6,1.02,4.0,0.0,0
370018,ASCENSION ST JOHN JANE PHILLIPS,13.9,4.0,-11.3,1.0,1.0,0.0,1
370034,MCALESTER REGIONAL HEALTH CENTER,12.2,3.2,-16.3,0.94,0.0,0.0,1
370049,STILLWATER MEDICAL CENTER,13.7,2.4,27.6,1.0,1.0,0.0,1
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,13.5,5.1,17.3,0.97,1.0,2.0,0
380009,OHSU HOSPITAL AND CLINICS,13.6,2.6,-8.2,0.96,1.0,0.0,1
380017,LEGACY GOOD SAMARITAN MEDICAL CENTER,12.6,3.3,-10.5,0.93,2.0,0.0,1
380020,MCKENZIE-WILLAMETTE MEDICAL CENTER,12.2,2.9,-6.9,0.84,0.0,0.0,1
380047,ST CHARLES MEDICAL CENTER - BEND,12.8,3.4,-34.6,0.89,1.0,0.0,1
380090,BAY AREA HOSPITAL,12.5,3.3,18.7,0.88,1.0,0.0,0
390012,LANSDALE HOSPITAL,13.2,4.5,9.6,0.99,0.0,2.0,0
390013,WELLSPAN EVANGELICAL COMMUNITY HOSPITAL,10.8,3.1,-26.0,0.96,0.0,0.0,1
390016,UPMC JAMESON,11.7,3.1,-25.9,1.01,1.0,0.0,1
390027,TEMPLE UNIVERSITY HOSPITAL,12.2,4.3,8.2,0.98,3.0,1.0,1
390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,12.1,3.8,1.2,1.04,1.0,1.0,1
390036,HERITAGE VALLEY BEAVER,11.4,3.5,4.5,1.13,0.0,1.0,1
390042,"WASHINGTON HOSPITAL, THE",12.6,3.4,-5.6,0.99,1.0,0.0,1
390044,READING HOSPITAL,12.5,2.3,-2.5,1.01,2.0,3.0,1
390050,ALLEGHENY GENERAL HOSPITAL,13.0,4.6,30.1,1.04,3.0,2.0,1
390058,UPMC CARLISLE,14.2,3.6,-21.1,1.0,0.0,0.0,1
390067,UPMC PINNACLE HOSPITALS,13.8,2.7,-8.8,1.04,3.0,1.0,1
390068,UPMC LITITZ,12.3,3.0,-9.1,0.95,0.0,2.0,1
390073,UPMC ALTOONA,13.4,3.6,-9.5,1.12,1.0,1.0,0
390086,PENN HIGHLANDS DUBOIS,15.0,4.0,-2.2,0.99,1.0,0.0,0
390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,12.9,2.8,4.0,0.95,2.0,2.0,1
390100,LANCASTER GENERAL HOSPITAL,10.7,3.2,-38.3,0.97,4.0,0.0,1
390101,UPMC MEMORIAL,14.1,3.9,-11.8,1.02,2.0,0.0,1
390107,UPMC PASSAVANT,12.2,2.6,-5.9,0.98,2.0,0.0,1
390113,MEADVILLE MEDICAL CENTER,15.1,2.8,1.2,0.93,0.0,0.0,1
390115,JEFFERSON HEALTH- NORTHEAST,14.3,3.2,40.7,1.05,2.0,4.0,0
390123,POTTSTOWN HOSPITAL,10.9,3.3,7.3,1.04,0.0,0.0,1
390142,ALBERT EINSTEIN MEDICAL CENTER,13.0,4.3,7.5,0.99,1.0,0.0,1
390164,UPMC PRESBYTERIAN SHADYSIDE,11.9,2.7,-20.2,1.0,1.0,2.0,1
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,11.1,4.1,48.6,1.01,2.0,2.0,1
390179,CHESTER COUNTY HOSPITAL,11.9,2.8,-13.9,0.96,2.0,0.0,1
390201,LEHIGH VALLEY HOSPITAL - POCONO,11.8,3.9,-7.8,0.98,0.0,1.0,1
390222,RIDDLE MEMORIAL HOSPITAL,12.5,4.0,-33.8,1.01,1.0,1.0,1
390223,PENN PRESBYTERIAN MEDICAL CENTER,12.0,2.9,8.3,0.98,1.0,1.0,1
390226,PENNSYLVANIA HOSPITAL,11.8,3.0,24.0,1.02,1.0,1.0,1
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,10.9,3.6,-1.7,0.98,2.0,0.0,1
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,12.2,3.2,-5.6,0.92,3.0,1.0,1
410007,RHODE ISLAND HOSPITAL,13.3,3.3,19.1,1.03,2.0,2.0,1
410008,SOUTH COUNTY HOSPITAL INC,12.0,3.0,0.9,0.93,1.0,1.0,1
410012,THE MIRIAM HOSPITAL,10.6,2.7,-11.4,0.98,1.0,1.0,1
420002,PIEDMONT MEDICAL CENTER,15.8,3.6,-4.3,1.01,1.0,1.0,0
420079,TRIDENT MEDICAL CENTER,10.1,5.2,20.1,1.01,1.0,1.0,1
420082,AIKEN REGIONAL MEDICAL CENTER,14.6,4.7,13.5,0.97,1.0,0.0,0
420085,GRAND STRAND REGIONAL MEDICAL CENTER,13.0,3.5,9.5,0.95,3.0,1.0,1
420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,13.0,5.4,15.8,1.01,1.0,1.0,1
430014,AVERA ST LUKES,12.8,3.1,-25.8,0.98,0.0,0.0,1
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,11.9,3.8,3.4,1.01,1.0,0.0,1
430077,MONUMENT HEALTH RAPID CITY HOSPITAL,12.5,3.2,-29.5,1.01,2.0,0.0,1
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,15.3,3.0,48.3,1.04,2.0,2.0,0
440029,WILLIAMSON MEDICAL CENTER,13.2,2.9,-23.7,0.99,1.0,0.0,1
440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,13.1,4.7,-9.1,1.06,1.0,0.0,0
440059,COOKEVILLE REGIONAL MEDICAL CENTER,13.7,3.8,18.6,1.0,1.0,2.0,0
440063,JOHNSON CITY MEDICAL CENTER,15.6,3.3,18.8,1.05,1.0,4.0,0
440065,TRISTAR NORTHCREST MEDICAL CENTER,11.9,3.6,-22.1,0.97,1.0,0.0,0
440073,MAURY REGIONAL HOSPITAL,13.2,3.6,-1.9,1.03,2.0,0.0,1
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",11.5,2.4,-19.4,1.0,3.0,0.0,1
440104,ERLANGER MEDICAL CENTER,13.4,2.5,-6.2,1.09,2.0,1.0,0
450007,PETERSON REGIONAL MEDICAL CENTER,12.7,3.5,-18.2,0.99,1.0,0.0,1
450021,BAYLOR UNIVERSITY MEDICAL CENTER,12.4,3.6,-31.5,1.02,3.0,2.0,1
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,15.7,3.3,-2.0,1.06,2.0,0.0,1
450107,LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,13.1,3.4,27.2,1.06,3.0,3.0,0
450229,HENDRICK MEDICAL CENTER,13.6,4.0,-18.6,1.11,1.0,0.0,1
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,13.4,3.8,-8.0,1.07,2.0,0.0,1
450358,HOUSTON METHODIST HOSPITAL,11.7,2.8,8.3,0.99,4.0,1.0,1
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,12.9,2.5,-15.9,1.05,3.0,1.0,1
450508,NACOGDOCHES MEMORIAL HOSPITAL,12.5,3.7,24.3,1.05,0.0,1.0,0
450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,11.9,4.5,-23.1,1.03,1.0,2.0,1
450647,MEDICAL CITY DALLAS HOSPITAL,12.3,3.4,7.9,1.02,1.0,2.0,1
450668,SIERRA MEDICAL CENTER,12.4,4.9,-8.8,1.02,1.0,0.0,0
450670,HCA HOUSTON HEALTHCARE TOMBALL,11.0,3.5,39.4,1.12,2.0,2.0,0
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,10.4,3.2,-17.5,1.08,3.0,1.0,1
450730,SANA HEALTHCARE CARROLLTON D/B/A CARROLLTON REGIONAL MEDICAL CENTER,12.3,3.6,-19.7,1.06,0.0,2.0,0
450775,HCA HOUSTON HEALTHCARE KINGWOOD,12.1,4.2,1.5,1.1,4.0,1.0,1
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,10.0,4.7,-4.4,1.03,1.0,0.0,1
450809,NORTH AUSTIN MEDICAL CENTER,12.2,2.8,-16.2,1.02,3.0,1.0,1
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,12.5,2.9,-16.6,1.05,0.0,0.0,1
450869,DOCTORS HOSPTAL AT RENAISSANCE,12.2,3.5,-7.9,1.03,4.0,2.0,1
450876,LUBBOCK HEART HOSPITAL LP,14.7,3.3,21.8,1.09,0.0,1.0,0
460009,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,12.9,3.3,-22.9,1.02,2.0,0.0,1
460013,MOUNTAIN VIEW HOSPITAL,12.7,3.5,-27.2,1.04,1.0,1.0,1
460047,ST MARK'S HOSPITAL,10.8,3.2,-37.9,1.03,2.0,0.0,1
460051,HOLY CROSS HOSPITAL-JORDAN VALLEY,12.2,3.7,2.7,1.01,1.0,0.0,1
470005,RUTLAND REGIONAL MEDICAL CENTER,13.2,4.9,-7.8,1.0,0.0,0.0,0
490005,WINCHESTER MEDICAL CENTER,11.5,3.7,-1.0,0.95,2.0,2.0,1
490040,INOVA ALEXANDRIA HOSPITAL,10.5,3.7,38.6,0.95,2.0,3.0,1
490043,INOVA LOUDOUN HOSPITAL,10.5,3.0,-11.2,0.98,1.0,1.0,1
490046,SENTARA LEIGH HOSPITAL,13.0,3.4,19.1,0.94,3.0,2.0,1
490048,LEWISGALE MEDICAL CENTER,10.6,3.5,32.5,1.02,3.0,2.0,1
490050,VIRGINIA HOSPITAL CENTER,12.0,3.3,-8.3,0.95,2.0,0.0,1
490059,BON SECOURS ST MARYS HOSPITAL,12.2,3.2,0.4,0.99,2.0,1.0,1
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,12.7,4.1,-7.9,0.92,1.0,0.0,1
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,12.9,3.2,5.6,0.99,1.0,1.0,1
490101,INOVA FAIR OAKS HOSPITAL,13.2,3.4,-5.6,0.95,1.0,1.0,1
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,13.6,4.7,-13.5,0.97,1.0,1.0,1
500005,VIRGINIA MASON MEDICAL CENTER,11.2,2.0,-7.2,0.98,6.0,0.0,1
500007,ISLAND HOSPITAL,12.3,3.2,1.2,0.88,0.0,0.0,1
500027,SWEDISH MEDICAL CENTER,11.7,4.0,-2.9,0.94,2.0,0.0,1
500039,HARRISON MEDICAL CENTER,15.7,3.7,2.0,0.96,4.0,0.0,1
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,13.4,1.7,-3.7,0.92,3.0,0.0,1
500077,PROVIDENCE HOLY FAMILY HOSPITAL,14.1,3.5,3.2,0.95,0.0,1.0,1
500119,MULTICARE VALLEY HOSPITAL,12.2,3.2,-25.0,0.9,0.0,0.0,1
500129,TACOMA GENERAL ALLENMORE HOSPITAL,13.9,2.8,-3.8,0.93,2.0,1.0,0
500151,ST ANTHONY HOSPITAL,12.4,3.7,-1.6,0.9,1.0,0.0,1
510007,ST MARY'S MEDICAL CENTER,13.1,2.8,49.5,1.02,0.0,2.0,0
510008,BERKELEY MEDICAL CENTER,14.3,2.7,-12.3,0.94,0.0,1.0,0
510050,"WHEELING HOSPITAL, INC",15.2,4.9,17.0,1.04,2.0,6.0,0
510055,"CABELL HUNTINGTON HOSPITAL, INC",12.5,3.9,42.4,1.11,2.0,0.0,1
520009,ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS,13.7,3.3,-40.6,0.9,1.0,0.0,1
520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,11.4,4.0,-10.4,0.97,2.0,0.0,1
520139,WEST ALLIS MEMORIAL HOSPITAL,12.9,3.8,-16.2,0.9,0.0,0.0,1
520160,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,12.6,3.6,-42.1,0.92,1.0,0.0,1
530012,BANNER WYOMING MEDICAL CENTER,12.7,2.9,-5.0,1.07,3.0,1.0,1
530014,CHEYENNE REGIONAL MEDICAL CENTER,10.7,4.6,-5.5,1.01,1.0,0.0,1
670034,BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,11.7,4.1,-10.4,0.99,0.0,1.0,1
670077,HOUSTON METHODIST WEST HOSPITAL,13.2,3.7,-11.3,1.01,3.0,0.0,1
670088,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,11.6,3.1,34.7,1.01,0.0,1.0,1
670122,HOUSTON METHODIST THE WOODLANDS HOSPITAL,11.5,4.0,-13.6,1.03,4.0,0.0,1
